name,price,image_url,units,category
"Apple Carrot Beetroot Juice - Cold-Pressed, No Added Sugar, Preservative Free",150,https://www.bigbasket.com/media/uploads/p/l/40238786_2-fresho-signature-apple-carrot-beetroot-juice-cold-pressed-no-added-sugar-preservative-free.jpg,250 ml,Beverages
"Chilli Chicken Pieces - Boneless, Antibiotic Residue-Free, 7 To 9 Pcs",193,https://www.bigbasket.com/media/uploads/p/l/40118808_3-fresho-chilli-chicken-pieces-boneless-antibiotic-residue-free.jpg,250 g,"Eggs, Meat & Fish"
"Chilli Chicken Pieces - Boneless, Antibiotic Residue-Free, 14 To 18 pcs",374,https://www.bigbasket.com/media/uploads/p/l/40118809_3-fresho-chilli-chicken-pieces-boneless-antibiotic-residue-free.jpg,500 g,"Eggs, Meat & Fish"
"Chilli Chicken Pieces - Boneless, Antibiotic Residue-Free, 28 To 34 pcs",624,https://www.bigbasket.com/media/uploads/p/l/40118810_3-fresho-chilli-chicken-pieces-boneless-antibiotic-residue-free.jpg,1 kg,"Eggs, Meat & Fish"
Shampoo - Gentle Baby,180,https://www.bigbasket.com/media/uploads/p/l/40013495_4-himalaya-baby-shampoo-gentle-baby.jpg,200 ml,Baby Care
Kadak Tea,145,https://www.bigbasket.com/media/uploads/p/l/40128170_7-emperia-kadak-tea.jpg,250 g,Beverages
Kadak Tea,285,https://www.bigbasket.com/media/uploads/p/l/40128171_7-emperia-kadak-tea.jpg,500 g,Beverages
Kadak Tea,1140,https://www.bigbasket.com/media/uploads/p/l/1216476_1-emperia-kadak-tea.jpg,2x1 kg,Beverages
Kadak Tea,570,https://www.bigbasket.com/media/uploads/p/l/40215109_2-emperia-kadak-tea.jpg,1 kg,Beverages
Baby Corn - Peeled,67.53,https://www.bigbasket.com/media/uploads/p/l/10000017_20-fresho-baby-corn-peeled.jpg,250 g,Fruits & Vegetables
"Wonder Diaper Pants - Xtra Large, 12-17 Kg",2398,https://www.bigbasket.com/media/uploads/p/l/1210001_2-huggies-wonder-diaper-pants-xtra-large-12-17-kg.jpg,2x56 pcs,Baby Care
"Wonder Diaper Pants - Extra Large, Double-bed Technology, Cottony Soft",1199,https://www.bigbasket.com/media/uploads/p/l/40124837_7-huggies-wonder-pants-xtra-large-diapers.jpg,56 pcs,Baby Care
Soya Drink Vanilla,435,https://www.bigbasket.com/media/uploads/p/l/1205154_3-sofit-soya-drink-vanilla.jpg,3x1 L,"Bakery, Cakes & Dairy"
Vanilla Soy Drink (Tetra Pak),35,https://www.bigbasket.com/media/uploads/p/l/274500_15-sofit-vanilla-soy-drink-tetra-pak.jpg,200 ml,"Bakery, Cakes & Dairy"
Soya Drink Vanilla,145,https://www.bigbasket.com/media/uploads/p/l/274920_14-sofit-soya-drink-vanilla.jpg,1 L,"Bakery, Cakes & Dairy"
Vanilla Soy Drink (Tetra Pak),105,https://www.bigbasket.com/media/uploads/p/l/1201488_3-sofit-vanilla-soy-drink-tetra-pak.jpg,3x200 ml,"Bakery, Cakes & Dairy"
Vanilla Soy Drink (Tetra Pak),210,https://www.bigbasket.com/media/uploads/p/l/1202897_3-sofit-vanilla-soy-drink-tetra-pak.jpg,6x200 ml,"Bakery, Cakes & Dairy"
Soya Drink Vanilla,290,https://www.bigbasket.com/media/uploads/p/l/1202898_3-sofit-soya-drink-vanilla.jpg,2x1 L,"Bakery, Cakes & Dairy"
Vanilla Soy Drink (Tetra Pak),140,https://www.bigbasket.com/media/uploads/p/l/1209240_3-sofit-vanilla-soy-drink-tetra-pak.jpg,4x200 ml,"Bakery, Cakes & Dairy"
3 Minute Breakfast Vegetable Upma,25,https://www.bigbasket.com/media/uploads/p/l/40105360_6-mtr-3-minute-breakfast-vegetable-upma.jpg,60 g,Snacks & Branded Foods
Namkeen Moong Dal+Namkeen All In One Mixture+Tasty Masala Coated Peanuts (150 g),147,https://www.bigbasket.com/media/uploads/p/l/1213553_1-tasties-namkeen-moong-dalnamkeen-all-in-one-mixturetasty-masala-coated-peanuts-150-g.jpg,Combo,Snacks & Branded Foods
Muesli - With 0% Added Sugar,345,https://www.bigbasket.com/media/uploads/p/l/40189246_2-kelloggs-muesli-with-0-added-sugar.jpg,500 g,Snacks & Branded Foods
Muesli - With 0% Added Sugar,690,https://www.bigbasket.com/media/uploads/p/l/1220750_2-kelloggs-muesli-with-0-added-sugar.jpg,2x500 g,Snacks & Branded Foods
Vanilla Milkshake With Real Vanilla Extracts,105,https://www.bigbasket.com/media/uploads/p/l/1213747_2-sunfeast-vanilla-milkshake-with-real-vanilla-extracts.jpg,3x180 ml,"Bakery, Cakes & Dairy"
"Vanilla Milkshake - With Real Vanilla Extracts, Creamy & Smooth",35,https://www.bigbasket.com/media/uploads/p/l/40211838_3-sunfeast-vanilla-milkshake-with-real-vanilla-extracts.jpg,180 ml,"Bakery, Cakes & Dairy"
"Dark Chocolate - Single Origin, India",160,https://www.bigbasket.com/media/uploads/p/l/40137178_1-amul-dark-chocolate-single-origin-india.jpg,125 g,Snacks & Branded Foods
Cabbage - Organically Grown (Loose),63.55,https://www.bigbasket.com/media/uploads/p/l/40023473_5-fresho-cabbage-organically-grown.jpg,1 pc (approx. 300-1.3 Kg),Fruits & Vegetables
Pineapple and Pomegranate Cut,214.29,https://www.bigbasket.com/media/uploads/p/l/1202745_1-bb-combo-pineapple-and-pomegranate-cut.jpg,Combo,Fruits & Vegetables
UHT Cheese Slice - Made from Cow's Milk,155,https://www.bigbasket.com/media/uploads/p/l/100356589_2-gowardhan-cheese-slices.jpg,200 g,"Bakery, Cakes & Dairy"
Cheese Slice,430,https://www.bigbasket.com/media/uploads/p/l/100405167_3-go-cheese-slices.jpg,476 g,"Bakery, Cakes & Dairy"
"Chicken - Gizzard, Antibiotic Residue-Free, 20-25 pcs",151,https://www.bigbasket.com/media/uploads/p/l/10000920_11-fresho-chicken-gizzard-antibiotic-residue-free-20-25-pcs.jpg,500 g,"Eggs, Meat & Fish"
Chicken - Gizzard,235,https://www.bigbasket.com/media/uploads/p/l/10001011_3-fresho-chicken-gizzard.jpg,1 kg,"Eggs, Meat & Fish"
"Potato Chips - Cream & Onion, Crispy & Crunchy, Pack For Snacks",20,https://www.bigbasket.com/media/uploads/p/l/254368_17-bingo-potato-chips-cream-onion.jpg,52 g,Snacks & Branded Foods
Potato Chips - Cream & Onion,60,https://www.bigbasket.com/media/uploads/p/l/1212000_4-bingo-potato-chips-cream-onion.jpg,3x52 g,Snacks & Branded Foods
Pumpkin - Disco,41.56,https://www.bigbasket.com/media/uploads/p/l/40202912_1-fresho-pumpkin-disco.jpg,1 pc,Fruits & Vegetables
Mutton - Curry Cut 500 g + Rohu Fish Large Curry Cut/Bengali Cut 500 g,1124,https://www.bigbasket.com/media/uploads/p/l/1221177_1-fresho-mutton-curry-cut-500-g-rohu-fish-large-curry-cutbengali-cut-500-g.jpg,Combo,"Eggs, Meat & Fish"
Chicken - Soup Pieces,207,https://www.bigbasket.com/media/uploads/p/l/40163311_1-fresho-chicken-soup-pieces.jpg,900 g,"Eggs, Meat & Fish"
Farmlite Biscuit - Cookies Oats & Almonds,65,https://www.bigbasket.com/media/uploads/p/l/40007921_10-sunfeast-farmlite-biscuit-cookies-oats-almonds.jpg,150 g,Snacks & Branded Foods
Farmlite Biscuit - Oats & Almonds,195,https://www.bigbasket.com/media/uploads/p/l/1202650_4-sunfeast-farmlite-biscuit-oats-almonds.jpg,3x150 g,Snacks & Branded Foods
Farmlite Biscuit - Oats & Almonds,130,https://www.bigbasket.com/media/uploads/p/l/1206468_4-sunfeast-farmlite-biscuit-oats-almonds.jpg,2x150 g,Snacks & Branded Foods
Instant Drink Mix - Lemon,140,https://www.bigbasket.com/media/uploads/p/l/277256_16-tang-instant-drink-mix-lemon.jpg,500 g,Beverages
Instant Drink Mix - Lemon,5,https://www.bigbasket.com/media/uploads/p/l/40122309_6-tang-instant-drink-mix-lemon.jpg,15.3 g,Beverages
Mutton Curry Cut 1kg + Chicken Drumstick 500 g,1735,https://www.bigbasket.com/media/uploads/p/l/1215096_1-fresho-mutton-curry-cut-1kg-chicken-drumstick-500-g.jpg,Combo,"Eggs, Meat & Fish"
Mutton - Curry Cut 500 g + Chicken Drumstick Without Skin 500 g,1055,https://www.bigbasket.com/media/uploads/p/l/1221173_1-fresho-mutton-curry-cut-500-g-chicken-drumstick-without-skin-500-g.jpg,Combo,"Eggs, Meat & Fish"
"Catla Fish Large - Curry Cut/Bengali Cut With Head & Tail, Preservative Free, 6-8 pcs",416,https://www.bigbasket.com/media/uploads/p/l/20000962_4-fresho-catla-fish-large-curry-cutbengali-cut-preservative-free.jpg,500 g,"Eggs, Meat & Fish"
"Catla Fish - Large, Curry Cut/Bengali Cut With Head & Tail, Preservative Free, 12-14 pcs",628,https://www.bigbasket.com/media/uploads/p/l/10000755_27-fresho-catla-fish-large-curry-cutbengali-cut-preservative-free-12-15-pcs.jpg,1 kg,"Eggs, Meat & Fish"
Mint - Organically Grown,16.85,https://www.bigbasket.com/media/uploads/p/l/50000531_6-fresho-mint-organically-grown.jpg,100 g,Fruits & Vegetables
Mint - Organically Grown,168.49,https://www.bigbasket.com/media/uploads/p/l/40029981_3-fresho-mint-organically-grown.jpg,1 kg,Fruits & Vegetables
Mutton - Curry Cut 500 g + Basa Fish Fillet 500 g,1278,https://www.bigbasket.com/media/uploads/p/l/1221176_1-fresho-mutton-curry-cut-500-g-basa-fish-fillet-500-g.jpg,Combo,"Eggs, Meat & Fish"
"Dark Fantasy - Yumfills, Rich Chocolate Pie Cake",150,https://www.bigbasket.com/media/uploads/p/l/40110218_2-sunfeast-choco-pie-dark-fantasy-yumfills-pie.jpg,253 g,Snacks & Branded Foods
"100% Pure Honey, 250 g + Oats, 1 Kg",319,https://www.bigbasket.com/media/uploads/p/l/1214758_1-bb-royal-100-pure-honey-250-g-oats-1-kg.jpg,Combo,Snacks & Branded Foods
"100% Pure Honey, 1 kg + Oats, 1 kg",649,https://www.bigbasket.com/media/uploads/p/l/1214177_1-bb-royal-100-pure-honey-1-kg-oats-1-kg.jpg,Combo,Snacks & Branded Foods
Baby Massage Oil,200,https://www.bigbasket.com/media/uploads/p/l/20002830_1-himalaya-baby-baby-massage-oil.jpg,200 ml,Baby Care
Baby Massage Oil,425,https://www.bigbasket.com/media/uploads/p/l/40110175_3-himalaya-baby-baby-massage-oil.jpg,500 ml,Baby Care
Butter - Pasteurised,55,https://www.bigbasket.com/media/uploads/p/l/40224136_2-fresho-fresho-butter-pasteurised.jpg,100 g,"Bakery, Cakes & Dairy"
Butter - Pasteurised,260,https://www.bigbasket.com/media/uploads/p/l/40224137_2-fresho-fresho-butter-pasteurised.jpg,500 g,"Bakery, Cakes & Dairy"
Nature Care Diaper Pants - Large Size,2498,https://www.bigbasket.com/media/uploads/p/l/1212896_1-huggies-nature-care-diaper-pants-large-size.jpg,2x52 pcs,Baby Care
"Nature Care Diaper Pants - Large, pH Balanced Liner, For Delicate Skin",1249,https://www.bigbasket.com/media/uploads/p/l/40208025_3-huggies-nature-care-diaper-pants-large-size.jpg,52 pcs,Baby Care
Mutton - Curry Cut 1 kg + BB Royal Biryani Basmati Rice 1 kg Pouch,1653,https://www.bigbasket.com/media/uploads/p/l/1220959_1-fresho-mutton-curry-cut-1-kg-bb-royal-biryani-basmati-rice-1-kg-pouch.jpg,Combo,"Eggs, Meat & Fish"
"Vanilla Milkshake - With Zinc, Vitamin A & D Added, Immunity Booster",120,https://www.bigbasket.com/media/uploads/p/l/1207042_4-cavins-milkshake-vanilla.jpg,3x200 ml,"Bakery, Cakes & Dairy"
"Vanilla Milkshake - With Zinc, Vitamin A & D Added, Immunity Booster",40,https://www.bigbasket.com/media/uploads/p/l/30007715_9-cavins-milkshake-vanilla.jpg,200 ml,"Bakery, Cakes & Dairy"
"Vanilla Milkshake - With Zinc, Vitamin A & D Added, Immunity Booster",240,https://www.bigbasket.com/media/uploads/p/l/1207119_4-cavins-milkshake-vanilla.jpg,6x200 ml,"Bakery, Cakes & Dairy"
Muesli Breakfast Cereal - With Multigrain & 21% Fruit & Nut,650,https://www.bigbasket.com/media/uploads/p/l/1212328_3-bb-royal-muesli-with-21-fruit-nut.jpg,2x500 g,Snacks & Branded Foods
Muesli Breakfast Cereal - With Multigrain & 21% Fruit & Nut,325,https://www.bigbasket.com/media/uploads/p/l/40194172_18-bb-royal-muesli-with-21-fruit-nut.jpg,500 g,Snacks & Branded Foods
Moisturizing Daily Lotion For Babies,798,https://www.bigbasket.com/media/uploads/p/l/1212459_1-mamaearth-moisturizing-daily-lotion-for-babies.jpg,2x400 ml,Baby Care
"Baby Lotion - Daily Moisturizing, 0-5 years",199,https://www.bigbasket.com/media/uploads/p/l/40102629_2-mamaearth-baby-lotion-daily-moisturizing-0-5-years.jpg,200 ml,Baby Care
Moisturizing Daily Lotion For Babies,399,https://www.bigbasket.com/media/uploads/p/l/40144727_2-mamaearth-moisturizing-daily-lotion-for-babies.jpg,400 ml,Baby Care
"100% Pure Honey, 1 kg + Corn Flakes Classic, 475 g",630,https://www.bigbasket.com/media/uploads/p/l/1214178_1-bb-royal-100-pure-honey-1-kg-corn-flakes-classic-475-g.jpg,Combo,Snacks & Branded Foods
"Tiger Cookies - Krunch Chocochips, Teatime Snack",5,https://www.bigbasket.com/media/uploads/p/l/40001620_5-britannia-tiger-cookies-krunch-chocochips.jpg,27 g,Snacks & Branded Foods
"Tiger Krunch - Chocochip Biscuits, Teatime Snack",10,https://www.bigbasket.com/media/uploads/p/l/40001621_11-britannia-tiger-krunch-chocochip-biscuits.jpg,64 g,Snacks & Branded Foods
Tiger Krunch Biscuits,140,https://www.bigbasket.com/media/uploads/p/l/40197807_4-britannia-tiger-krunch-biscuits.jpg,400 g,Snacks & Branded Foods
"Waffy Wafers - Vanilla Flavoured, Creamy & Crunchy",50,https://www.bigbasket.com/media/uploads/p/l/100341962_9-dukes-waffy-wafers-vanilla-flavour.jpg,60 g,Snacks & Branded Foods
"Strawberry Milkshake - With Zinc, Vitamin A & D Added, Immunity Booster",120,https://www.bigbasket.com/media/uploads/p/l/1203536_6-cavins-milkshake-strawberry.jpg,3x200 ml,"Bakery, Cakes & Dairy"
"Strawberry Milkshake - With Zinc, Vitamin A & D Added, Immunity Booster",40,https://www.bigbasket.com/media/uploads/p/l/30007713_8-cavins-milkshake-strawberry.jpg,200 ml,"Bakery, Cakes & Dairy"
"Strawberry Milkshake - With Zinc, Vitamin A & D Added, Immunity Booster",240,https://www.bigbasket.com/media/uploads/p/l/1207120_3-cavins-milkshake-strawberry.jpg,6x200 ml,"Bakery, Cakes & Dairy"
Namkeen - Aloo Bhujia,147,https://www.bigbasket.com/media/uploads/p/l/1209788_2-tasties-namkeen-aloo-bhujia.jpg,3x150 g,Snacks & Branded Foods
Namkeen - Aloo Bhujia,294,https://www.bigbasket.com/media/uploads/p/l/1209794_3-tasties-namkeen-aloo-bhujia.jpg,6x150 g,Snacks & Branded Foods
Aloo Bhujia Namkeen,12,https://www.bigbasket.com/media/uploads/p/l/40115851_7-tasties-namkeen-aloo-bhujia.jpg,60 g,Snacks & Branded Foods
Aloo Bhujia,49,https://www.bigbasket.com/media/uploads/p/l/40115852_10-tasties-namkeen-aloo-bhujia.jpg,150 g,Snacks & Branded Foods
Mutton - Curry Cut 500 g + Catla Fish Large Curry Cut/Bengali Cut 500 g,1194,https://www.bigbasket.com/media/uploads/p/l/1221178_1-fresho-mutton-curry-cut-500-g-catla-fish-large-curry-cutbengali-cut-500-g.jpg,Combo,"Eggs, Meat & Fish"
Rohu Fish Large Curry Cut 1kg +Chilli Chicken Boneless 500G +Chicken Mince 500G,1289,https://www.bigbasket.com/media/uploads/p/l/1203434_1-fresho-rohu-fish-large-curry-cut-1kg-chilli-chicken-boneless-500g-chicken-mince-500g.jpg,Combo,"Eggs, Meat & Fish"
"Bournville Rich Cocoa,80g+Bournville Cranberry,80g+Bournville Fruit & Nut,80g",300,https://www.bigbasket.com/media/uploads/p/l/1221206_1-bb-combo-rich-cocoa-dark-chocolate-bar-80-g-cranberry-dark-chocolate-bar-80-g-dark-chocolate-bar-fruit-nut-50-cocoa-rich-dessert-80-g.jpg,Combo,Snacks & Branded Foods
"Valencia Orange Juice - Cold-Pressed, No Added Sugar, Preservative Free",119,https://www.bigbasket.com/media/uploads/p/l/40238782_2-fresho-signature-valencia-orange-juice-cold-pressed-no-added-sugar-preservative-free.jpg,250 ml,Beverages
Khatta Meetha,49,https://www.bigbasket.com/media/uploads/p/l/40115856_10-tasties-namkeen-khatta-meetha.jpg,150 g,Snacks & Branded Foods
Namkeen - Khatta Meetha,294,https://www.bigbasket.com/media/uploads/p/l/1209795_3-tasties-namkeen-khatta-meetha.jpg,6x150 g,Snacks & Branded Foods
Namkeen - Khatta Meetha,147,https://www.bigbasket.com/media/uploads/p/l/1209789_2-tasties-namkeen-khatta-meetha.jpg,3x150 g,Snacks & Branded Foods
Cheese Slices - Made From Cow Milk 663 g Pouch + Cheese Spread - Classic 100 g,675,https://www.bigbasket.com/media/uploads/p/l/1216006_1-britannia-cheese-slices-made-from-cow-milk-663-g-pouch-cheese-spread-classic-100-g.jpg,Combo,"Bakery, Cakes & Dairy"
Penne Pasta,140,https://www.bigbasket.com/media/uploads/p/l/40188537_5-keya-penne-pasta.jpg,400 g,Snacks & Branded Foods
Penne Pasta,280,https://www.bigbasket.com/media/uploads/p/l/1215127_2-keya-penne-pasta.jpg,2x400 g,Snacks & Branded Foods
Cheese Slices - Made From Cow Milk 663 g + Cheese Spread - Cream Cheese 100 g,710,https://www.bigbasket.com/media/uploads/p/l/1216009_1-britannia-cheese-slices-made-from-cow-milk-663-g-cheese-spread-cream-cheese-100-g.jpg,Combo,"Bakery, Cakes & Dairy"
Waffy Wafers - Chocolate Flavoured Creamy & Crunchy,60,https://www.bigbasket.com/media/uploads/p/l/276388_17-dukes-wafers-waffy-chocolate-flavor.jpg,60 g,Snacks & Branded Foods
"Total Care Baby Diaper Pants - Large, 8-14 kg, With Anti-Rash Shield",950,https://www.bigbasket.com/media/uploads/p/l/40110179_4-himalaya-baby-total-care-diaper-pants-large.jpg,54 pcs,Baby Care
"Total Care Baby Diaper Pants - Large, 8-14 kg, With Anti-Rash Shield",150,https://www.bigbasket.com/media/uploads/p/l/40151036_2-himalaya-total-care-baby-pants-large-9s.jpg,9 pcs,Baby Care
"Total Care Baby Diaper Pants - Large, 8-14 kg, With Anti-Rash Shield",1275,https://www.bigbasket.com/media/uploads/p/l/40193878_1-himalaya-total-care-baby-pants-diapers-l.jpg,76 pcs,Baby Care
Milkshake - Chocolate + Milkshake - Vanilla +Milkshake - Strawberry (200ml each),120,https://www.bigbasket.com/media/uploads/p/l/1221109_1-cavins-milkshake-chocolate-milkshake-vanilla-milkshake-strawberry-200ml-each.jpg,Combo,"Bakery, Cakes & Dairy"
"Waffy Wafers - Strawberry Flavoured, Creamy & Crunchy",50,https://www.bigbasket.com/media/uploads/p/l/276384_16-dukes-waffy-rolls-strawberry.jpg,60 g,Snacks & Branded Foods
Vanilla Essence,149,https://www.bigbasket.com/media/uploads/p/l/40200216_2-happychef-vanilla-essence.jpg,30 ml,Snacks & Branded Foods
"Fresho Mutton Curry Cut, From Whole Carcass 1kg +Kara Coconut Milk Classic 400ml",1608,https://www.bigbasket.com/media/uploads/p/l/1213735_1-bb-combo-fresho-mutton-curry-cut-from-whole-carcass-1kg-kara-coconut-milk-classic-400ml.jpg,Combo,"Eggs, Meat & Fish"
Khara Boondi,89,https://www.bigbasket.com/media/uploads/p/l/40091850_4-tasties-namkeen-khara-boondi.jpg,150 g,Snacks & Branded Foods
Namkeen - Khara Boondi,267,https://www.bigbasket.com/media/uploads/p/l/1216243_1-tasties-namkeen-khara-boondi.jpg,3x150 g,Snacks & Branded Foods
Namkeen - Khara Boondi,534,https://www.bigbasket.com/media/uploads/p/l/1216244_1-tasties-namkeen-khara-boondi.jpg,6x150 g,Snacks & Branded Foods
Namkeen - Khara Boondi,178,https://www.bigbasket.com/media/uploads/p/l/1216242_1-tasties-namkeen-khara-boondi.jpg,2x150 g,Snacks & Branded Foods
Waffy Chocolate Flavoured Wafer Roll - Creamy,180,https://www.bigbasket.com/media/uploads/p/l/40065768_9-dukes-waffy-choco-roll.jpg,250 g,Snacks & Branded Foods
"Waffy Choco Flavoured Rolls - Crunchy, Crispy",300,https://www.bigbasket.com/media/uploads/p/l/40111948_3-dukes-waffy-choco-roll.jpg,300 g,Snacks & Branded Foods
Mutton - Curry Cut 500 g + Chicken Seekh Kabab Nawabi 500 g,1178,https://www.bigbasket.com/media/uploads/p/l/1221195_1-fresho-mutton-curry-cut-500-g-chicken-seekh-kabab-nawabi-500-g.jpg,Combo,"Eggs, Meat & Fish"
"Chilli - Bajji, Mild (Loose)",80.52,https://www.bigbasket.com/media/uploads/p/l/10000337_13-fresho-chilli-bajji-mild.jpg,1 kg,Fruits & Vegetables
"Chilli - Bajji, Mild (Loose)",20.13,https://www.bigbasket.com/media/uploads/p/l/10000079_16-fresho-chilli-bajji-mild.jpg,250 g,Fruits & Vegetables
"New Dry Diapers - Large, Double Leak Guard, Prevents Leakage",949,https://www.bigbasket.com/media/uploads/p/l/100393172_11-huggies-new-dry-diapers-large-8-14-kg.jpg,52 pcs,Baby Care
New Dry Diapers - Large Size,1898,https://www.bigbasket.com/media/uploads/p/l/1212886_1-huggies-new-dry-diapers-large-size.jpg,2x52 pcs,Baby Care
"New Dry Diapers - Large, Prevent Rash, Highly Absorbent",470,https://www.bigbasket.com/media/uploads/p/l/267727_11-huggies-new-dry-diapers-large.jpg,30 pcs,Baby Care
Mutton - Curry Cut 500 g + Chicken Seekh Kabab Regular 500 g,1123,https://www.bigbasket.com/media/uploads/p/l/1221194_1-fresho-mutton-curry-cut-500-g-chicken-seekh-kabab-regular-500-g.jpg,Combo,"Eggs, Meat & Fish"
"Waffy Wafers - Pineapple Flavoured, Creamy & Crunchy",50,https://www.bigbasket.com/media/uploads/p/l/40111947_10-dukes-waffy-wafers-pineapple-flavour.jpg,60 g,Snacks & Branded Foods
Mutton - Curry Cut 500 g + Chicken Seekh Kabab Punjabi 500 g,1133,https://www.bigbasket.com/media/uploads/p/l/1221196_1-fresho-mutton-curry-cut-500-g-chicken-seekh-kabab-punjabi-500-g.jpg,Combo,"Eggs, Meat & Fish"
Mutton - Curry Cut 500 g + Chicken Seekh Kabab Malai N Cheese 500 g,1133,https://www.bigbasket.com/media/uploads/p/l/1221198_1-fresho-mutton-curry-cut-500-g-chicken-seekh-kabab-malai-n-cheese-500-g.jpg,Combo,"Eggs, Meat & Fish"
Rings - Tomato Twist,50,https://www.bigbasket.com/media/uploads/p/l/40208852_1-too-yul-rings-tomato-twist.jpg,70 g,Snacks & Branded Foods
Rings - Tomato Twist,100,https://www.bigbasket.com/media/uploads/p/l/1213759_2-too-yul-rings-tomato-twist.jpg,2x75 g,Snacks & Branded Foods
Mutton - Curry Cut 500 g + Mutton Seekh Kabab Regular 500 g,1313,https://www.bigbasket.com/media/uploads/p/l/1221193_1-fresho-mutton-curry-cut-500-g-mutton-seekh-kabab-regular-500-g.jpg,Combo,"Eggs, Meat & Fish"
Mutton - Curry Cut 500 g + Chicken Seekh Kabab Lime N Pudina 500 g,1258,https://www.bigbasket.com/media/uploads/p/l/1221197_1-fresho-mutton-curry-cut-500-g-chicken-seekh-kabab-lime-n-pudina-500-g.jpg,Combo,"Eggs, Meat & Fish"
Kolkata/Bengali Pabda Fish - Whole Cleaned,1195,https://www.bigbasket.com/media/uploads/p/l/40048856_3-fresho-pabda-whole-cut-pieces.jpg,1 kg,"Eggs, Meat & Fish"
"Kolkata/Bengali Pabda - Whole Cleaned, 10-12 pcs",628,https://www.bigbasket.com/media/uploads/p/l/40005334_3-fresho-pabda-whole-cleaned-preservative-free-10-12-pcs.jpg,500 g,"Eggs, Meat & Fish"
Kolkata/Bengali Pabda Fish - Whole Cleaned,332,https://www.bigbasket.com/media/uploads/p/l/40048855_3-fresho-pabda-whole-cut-pieces.jpg,250 g,"Eggs, Meat & Fish"
Baby Accessories & Vegetable Liquid Cleanser,299,https://www.bigbasket.com/media/uploads/p/l/40022484_3-mee-mee-baby-accessories-vegetable-liquid-cleanser.jpg,300 ml,Baby Care
Baby Accessories & Vegetable Liquid Cleanser,799,https://www.bigbasket.com/media/uploads/p/l/40022485_8-mee-mee-baby-accessories-vegetable-liquid-cleanser.jpg,1.5 L,Baby Care
Baby Accessories & Vegetable Liquid Cleanser,649,https://www.bigbasket.com/media/uploads/p/l/40022486_8-mee-mee-baby-accessories-vegetable-liquid-cleanser.jpg,1.2 L,Baby Care
Baby Accessories & Vegetable Liquid Cleanser,399,https://www.bigbasket.com/media/uploads/p/l/40022487_8-mee-mee-baby-accessories-vegetable-liquid-cleanser.jpg,500 ml,Baby Care
"Cold Extracted Juice - Mixed Fruit, 1lt + Sugarcane, 1lt",420,https://www.bigbasket.com/media/uploads/p/l/1205176_3-raw-pressery-cold-extracted-juice-mixed-fruit-1lt-sugarcane-1lt.jpg,Combo,Beverages
Farmlite Biscuit - Cookies - Oats & Raisins,65,https://www.bigbasket.com/media/uploads/p/l/40007920_9-sunfeast-farmlite-biscuit-cookies-oats-raisins.jpg,150 g,Snacks & Branded Foods
Farmlite Biscuit - Oats & Raisins,195,https://www.bigbasket.com/media/uploads/p/l/1202651_5-sunfeast-farmlite-biscuit-oats-raisins.jpg,3x150 g,Snacks & Branded Foods
Cold Extracted Juice - Pomegranate,850,https://www.bigbasket.com/media/uploads/p/l/1209478_5-raw-pressery-cold-extracted-juice-pomegranate.jpg,2x1 L,Beverages
Cold Extracted Juice - Pomegranate,300,https://www.bigbasket.com/media/uploads/p/l/1206926_2-raw-pressery-cold-extracted-juice-pomegranate.jpg,2x250 ml,Beverages
Cold Extracted Juice - Pomegranate,425,https://www.bigbasket.com/media/uploads/p/l/40086193_7-raw-pressery-cold-extracted-juice-pomegranate.jpg,1 L,Beverages
Cold Extracted Juice - Pomegranate,150,https://www.bigbasket.com/media/uploads/p/l/40065042_6-raw-pressery-cold-extracted-juice-pomegranate.jpg,250 ml,Beverages
"Cold Extracted Juice - Basics, Pomegranate",750,https://www.bigbasket.com/media/uploads/p/l/1213843_1-raw-pressery-cold-extracted-juice-basics-pomegranate.jpg,5x250 ml,Beverages
100% Natural Cold Pressed Juice - Pomegranate,600,https://www.bigbasket.com/media/uploads/p/l/1209493_4-raw-pressery-100-natural-cold-pressed-juice-pomegranate.jpg,4x250 ml,Beverages
Cold Extracted Juice - Pomegranate,450,https://www.bigbasket.com/media/uploads/p/l/1208633_2-raw-pressery-cold-extracted-juice-pomegranate.jpg,3x250 ml,Beverages
Potato Chips,50,https://www.bigbasket.com/media/uploads/p/l/40091349_2-sanjay-sanjay-potato-chips-plain.jpg,100 g,Snacks & Branded Foods
"Chicken Thigh - Boneless, Without Skin",396,https://www.bigbasket.com/media/uploads/p/l/40227606_1-fresho-chicken-thigh-boneless-without-skin.jpg,500 g,"Eggs, Meat & Fish"
"Chicken Thigh - Boneless Without Skin, Soft & Tender",221,https://www.bigbasket.com/media/uploads/p/l/40227607_1-fresho-chicken-thigh-boneless-without-skin-soft-tender.jpg,250 g,"Eggs, Meat & Fish"
Quinoa Muesli - With Nuts & Seeds,389,https://www.bigbasket.com/media/uploads/p/l/40131422_10-gooddiet-quinoa-muesli-with-nuts-seeds.jpg,350 g,Snacks & Branded Foods
Quinoa Muesli - With Nuts & Seeds,35,https://www.bigbasket.com/media/uploads/p/l/40131423_5-gooddiet-quinoa-muesli-with-nuts-seeds.jpg,30 g,Snacks & Branded Foods
