name,price,image_url,units,category
"Lush Hariyali Chicken Tikka - Fresh & Juicy, Marinated, Ready To Cook",526,https://www.bigbasket.com/media/uploads/p/l/40231664_2-fresho-lush-hariyali-chicken-tikka-juicy-fresh.jpg,500 g,"Eggs, Meat & Fish"
"Lush Hariyali Chicken Tikka - Fresh & Juicy, Marinated, Ready To Cook",938,https://www.bigbasket.com/media/uploads/p/l/40231665_2-fresho-lush-hariyali-chicken-tikka-juicy-fresh.jpg,1 kg,"Eggs, Meat & Fish"
"Lush Hariyali Chicken Tikka - Fresh & Juicy, Marinated, Ready To Cook",245,https://www.bigbasket.com/media/uploads/p/l/40231663_2-fresho-lush-hariyali-chicken-tikka-juicy-fresh.jpg,250 g,"Eggs, Meat & Fish"
"Tandoori Chicken - Fresh & Juicy, Marinated, Ready To Cook",362,https://www.bigbasket.com/media/uploads/p/l/40231666_2-fresho-tandoori-chicken-juicy.jpg,500 g,"Eggs, Meat & Fish"
"Tandoori Chicken - Fresh & Juicy, Marinated, Ready To Cook",642,https://www.bigbasket.com/media/uploads/p/l/40231667_2-fresho-tandoori-chicken-juicy.jpg,1 kg,"Eggs, Meat & Fish"
"Tandoori Chicken - Fresh & Juicy, Marinated, Ready To Cook",197,https://www.bigbasket.com/media/uploads/p/l/40231668_2-fresho-tandoori-chicken-juicy.jpg,250 g,"Eggs, Meat & Fish"
"Wonder Diaper Pants - Large, Bubble-bed Technology, Pure Softness",749,https://www.bigbasket.com/media/uploads/p/l/40019516_28-huggies-wonder-pants-large.jpg,42 pcs,Baby Care
"Wonder Diaper Pants - Large, 9-14 Kg",1498,https://www.bigbasket.com/media/uploads/p/l/1209998_3-huggies-wonder-diaper-pants-large-9-14-kg.jpg,2x42 pcs,Baby Care
Curd - Premium,100,https://www.bigbasket.com/media/uploads/p/l/1209103_2-heritage-curd-premium.jpg,4x200 g,"Bakery, Cakes & Dairy"
Curd - Premium,25,https://www.bigbasket.com/media/uploads/p/l/225755_8-heritage-curd-premium.jpg,200 g,"Bakery, Cakes & Dairy"
Premium Curd - Natural Source Of Calcium,85,https://www.bigbasket.com/media/uploads/p/l/225759_9-heritage-curd-premium.jpg,400 g,"Bakery, Cakes & Dairy"
Kolkata/Bengali Chitol Peti Fish,1570,https://www.bigbasket.com/media/uploads/p/l/40120137_2-fresho-chitol-peti.jpg,1 kg,"Eggs, Meat & Fish"
Kolkata/Bengali Chitol Peti - 5-6 pcs,763,https://www.bigbasket.com/media/uploads/p/l/40048858_1-fresho-chitol-peti-preservative-free-5-6-pcs.jpg,500 g,"Eggs, Meat & Fish"
Kolkata/Bengali Chitol Peti Fish,402,https://www.bigbasket.com/media/uploads/p/l/40048857_1-fresho-chitol-peti.jpg,250 g,"Eggs, Meat & Fish"
"Potato Stix - Aloo Chat,75g + Rings - Tomato Twist,75 g",100,https://www.bigbasket.com/media/uploads/p/l/1213757_2-too-yul-potato-stix-aloo-chat75g-rings-tomato-twist75-g.jpg,Combo,Snacks & Branded Foods
"Chicken Malai Tikka - Fresh & Juicy, Marinated, Ready To Cook",971,https://www.bigbasket.com/media/uploads/p/l/40231690_2-fresho-chicken-malai-tikka-juicy-fresh.jpg,1 kg,"Eggs, Meat & Fish"
"Chicken Malai Tikka - Fresh & Juicy, Marinated, Ready To Cook",526,https://www.bigbasket.com/media/uploads/p/l/40231691_2-fresho-chicken-malai-tikka-juicy-fresh.jpg,500 g,"Eggs, Meat & Fish"
"Chicken Malai Tikka - Fresh & Juicy, Marinated, Ready To Cook",245,https://www.bigbasket.com/media/uploads/p/l/40231692_2-fresho-chicken-malai-tikka-juicy-fresh.jpg,250 g,"Eggs, Meat & Fish"
Diaper Pants - New Born,849,https://www.bigbasket.com/media/uploads/p/l/40141638_8-pampers-diaper-pants-new-born.jpg,66 pcs,Baby Care
"Mutton - Biryani Pieces, Antibiotic Residue-Free, Growth Hormone-Free, 10 To 13 pcs",778,https://www.bigbasket.com/media/uploads/p/l/10000938_8-fresho-mutton-biryani-pieces-8-10-pcs-antibiotic-residue-free-growth-hormone-free.jpg,500 g,"Eggs, Meat & Fish"
"Mutton - Biryani Pieces, Antibiotic Residue-Free, Growth Hormone-Free, 5 To 7 pcs",416,https://www.bigbasket.com/media/uploads/p/l/10000939_7-fresho-mutton-biryani-pieces.jpg,250 g,"Eggs, Meat & Fish"
"Mutton - Biryani Pieces, 20 To 26 pcs",1458,https://www.bigbasket.com/media/uploads/p/l/10001020_4-fresho-mutton-biryani-pieces.jpg,1 Kg,"Eggs, Meat & Fish"
"Organic Homestyle Mixed Veg Pickle - North Style, No Added Preservatives, Tangy & Spicy",149,https://www.bigbasket.com/media/uploads/p/l/40199936_5-indisecrets-organic-homestyle-mixed-veg-pickle.jpg,250 g,Snacks & Branded Foods
"Cookies - Chocochip, Crunchy",149,https://www.bigbasket.com/media/uploads/p/l/40055537_5-fresho-signature-cookies-chocochip-crunchy.jpg,150 g,"Bakery, Cakes & Dairy"
"Deliciously French Yogurt - Natural, Probiotic-Rich, Creamy & Thick, No Preservatives",120,https://www.bigbasket.com/media/uploads/p/l/40240923_1-mamie-yova-deliciously-french-yogurt-natural-probiotic-rich-creamy-thick-no-preservatives.jpg,400 g,"Bakery, Cakes & Dairy"
Total Care Diaper Pants - Small,720,https://www.bigbasket.com/media/uploads/p/l/40110177_4-himalaya-baby-total-care-diaper-pants-small.jpg,54 pcs,Baby Care
"Total Care Baby Diaper Pants - Small, Up To 7 kg, With Anti-Rash Shield",125,https://www.bigbasket.com/media/uploads/p/l/40151034_2-himalaya-total-care-baby-pants-small.jpg,9 pcs,Baby Care
"Total Care Baby Diaper Pants - Small, Up To 7 kg, With Anti-Rash Shield",1050,https://www.bigbasket.com/media/uploads/p/l/40193876_1-himalaya-total-care-baby-pants-diapers-s.jpg,80 pcs,Baby Care
"Total Care Baby Diaper Pants - Small, Up To 7 kg, With Anti-Rash Shield",375,https://www.bigbasket.com/media/uploads/p/l/40151038_2-himalaya-total-care-baby-pants-small.jpg,28 pcs,Baby Care
Cheese Spread - Roasted Garlic,75,https://www.bigbasket.com/media/uploads/p/l/40223123_3-britannia-cheese-spread-roasted-garlic.jpg,100 g,"Bakery, Cakes & Dairy"
Gems Home Treats Pack,200,https://www.bigbasket.com/media/uploads/p/l/1219032_2-cadbury-gems-home-treats-pack.jpg,2X142.2 g,Snacks & Branded Foods
Gems Home Treats Pack,300,https://www.bigbasket.com/media/uploads/p/l/1219033_2-cadbury-gems-home-treats-pack.jpg,3X142.2 g,Snacks & Branded Foods
Gems Home Treats Pack,100,https://www.bigbasket.com/media/uploads/p/l/40207479_1-cadbury-gems-home-treats-pack.jpg,142.2 g,Snacks & Branded Foods
Puff Sheet Squares,286,https://www.bigbasket.com/media/uploads/p/l/40117364_4-unroll-puff-sheet-squares.jpg,550 g,Snacks & Branded Foods
"Nutrichoice Seed Biscuits -  0% Maida, High In Fibre",25,https://www.bigbasket.com/media/uploads/p/l/40230665_3-britannia-nutri-choice-seeds-biscuits-100-atta-high-in-fibre-healthy-snacks.jpg,75 g,Snacks & Branded Foods
Nutrition Energy Bar - Dates & Walnut,52,https://www.bigbasket.com/media/uploads/p/l/40130163_14-gooddiet-nutrition-energy-bar-dates-walnut.jpg,40 g,Snacks & Branded Foods
Nutrition Energy Bar - Dates & Walnut,156,https://www.bigbasket.com/media/uploads/p/l/1205661_1-gooddiet-nutrition-energy-bar-dates-walnut.jpg,3x40 g,Snacks & Branded Foods
Nutrition Energy Bar - Dates & Walnut,312,https://www.bigbasket.com/media/uploads/p/l/1205662_1-gooddiet-nutrition-energy-bar-dates-walnut.jpg,6x40 g,Snacks & Branded Foods
Nutrition Energy Bar - Dates & Walnut,520,https://www.bigbasket.com/media/uploads/p/l/1205663_1-gooddiet-nutrition-energy-bar-dates-walnut.jpg,10x40 g,Snacks & Branded Foods
"Basa Fish Cubes - Boneless, Fresh & Flavourful",290,https://www.bigbasket.com/media/uploads/p/l/40227707_2-fresho-basa-fish-cubes-boneless-fresh-flavourful.jpg,250 g,"Eggs, Meat & Fish"
"Basa Cubes - Boneless, Fresh & Flavourful",500,https://www.bigbasket.com/media/uploads/p/l/40227708_2-fresho-basa-cubes-boneless-fresh-flavourful.jpg,500 g,"Eggs, Meat & Fish"
"Basa Cubes - Boneless, Fresh & Flavourful",836,https://www.bigbasket.com/media/uploads/p/l/40227709_1-fresho-basa-cubes-boneless-fresh-flavourful.jpg,1 kg,"Eggs, Meat & Fish"
"Soyabean Tempeh Cubes - Rich In Protein & Fibre, Low Carb Snack",145,https://www.bigbasket.com/media/uploads/p/l/40210465_4-hello-tempayy-soyabean-tempeh-cubes-rich-in-iron-fibre-gluten-free.jpg,200 g,"Bakery, Cakes & Dairy"
"Soyabean Tempeh Cubes - Natural, Pack Of 3",435,https://www.bigbasket.com/media/uploads/p/l/1215135_1-hello-tempayy-soyabean-tempeh-cubes-natural-pack-of-3.jpg,3x200 g,"Bakery, Cakes & Dairy"
GoodDiet Quinoa Muesli Nuts & Seeds 350g + Jus Amazin Organic Peanut Butter 200g,584,https://www.bigbasket.com/media/uploads/p/l/1214810_1-bb-combo-gooddiet-quinoa-muesli-nuts-seeds-350g-jus-amazin-organic-peanut-butter-200g.jpg,Combo,Snacks & Branded Foods
"Multi Millet Muesli - With Fruits, Nuts & Berries",349,https://www.bigbasket.com/media/uploads/p/l/40131424_10-gooddiet-multi-millet-muesli-with-fruits-nuts-berries.jpg,350 g,Snacks & Branded Foods
Breakfast - Multi Millet Muesli With Fruits Nuts & Berries,29,https://www.bigbasket.com/media/uploads/p/l/40131425_8-gooddiet-breakfast-multi-millet-muesli-with-fruits-nuts-berries.jpg,30 g,Snacks & Branded Foods
"New Dry Diapers - Medium, Prevent Rash, Highly Absorbent",999,https://www.bigbasket.com/media/uploads/p/l/40124857_2-huggies-new-dry-diapers-medium.jpg,60 pcs,Baby Care
"New Dry Diapers - Medium, Quick Lock System, Prevents Rash",425,https://www.bigbasket.com/media/uploads/p/l/40208011_2-huggies-new-dry-diapers-medium.jpg,30 pcs,Baby Care
New Dry Diapers - Medium Size,1998,https://www.bigbasket.com/media/uploads/p/l/1212887_1-huggies-new-dry-diapers-medium-size.jpg,2x60 pcs,Baby Care
"Snack Bar - Fruit & Nut, Choco",40,https://www.bigbasket.com/media/uploads/p/l/40125134_4-unibic-snack-bar-fruit-nut-choco.jpg,30 g,Snacks & Branded Foods
Sweet Corn - Organically Grown (Loose),90.61,https://www.bigbasket.com/media/uploads/p/l/40048686_2-fresho-sweet-corn-organically-grown.jpg,2 pcs,Fruits & Vegetables
Nutrition Energy Bar - Pumpkin Seeds & Cranberries,156,https://www.bigbasket.com/media/uploads/p/l/1205649_1-gooddiet-nutrition-energy-bar-pumpkin-seeds-cranberries.jpg,3x40 g,Snacks & Branded Foods
Nutrition Energy Bar - Pumpkin Seeds & Cranberries,312,https://www.bigbasket.com/media/uploads/p/l/1205650_1-gooddiet-nutrition-energy-bar-pumpkin-seeds-cranberries.jpg,6x40 g,Snacks & Branded Foods
Nutrition Energy Bar - Pumpkin Seeds & Cranberries,520,https://www.bigbasket.com/media/uploads/p/l/1205651_1-gooddiet-nutrition-energy-bar-pumpkin-seeds-cranberries.jpg,10x40 g,Snacks & Branded Foods
Nutrition Energy Bar - Pumpkin Seeds & Cranberries,52,https://www.bigbasket.com/media/uploads/p/l/40130159_13-gooddiet-nutrition-energy-bar-pumpkin-seeds-cranberries.jpg,40 g,Snacks & Branded Foods
Oreo & Crème Frozen Dessert,299,https://www.bigbasket.com/media/uploads/p/l/40163753_2-kwality-walls-frozen-dessert-oreo-creme.jpg,700 ml,"Bakery, Cakes & Dairy"
"Kolkata/Bengali Saral Puti Fish - Whole, Uncleaned",360,https://www.bigbasket.com/media/uploads/p/l/40248657_2-fresho-saral-puti-fish-whole-uncleaned-fresh-succulent.jpg,500 g,"Eggs, Meat & Fish"
"Dark Fantasy - Choco Creme, Made With Real Chocolate",80,https://www.bigbasket.com/media/uploads/p/l/40206760_2-sunfeast-dark-fantasy-cream-biscuit-choco-creme.jpg,300 g,Snacks & Branded Foods
"Tilapia Fish - Curry Cut, 4-6 pcs",109,https://www.bigbasket.com/media/uploads/p/l/40227702_1-fresho-tilapia-fish-curry-cut.jpg,250 g,"Eggs, Meat & Fish"
Tilapia Fish - Curry Cut,193,https://www.bigbasket.com/media/uploads/p/l/40227703_2-fresho-tilapia-fish-curry-cut.jpg,500 g,"Eggs, Meat & Fish"
Moonfils Orange 45 g + Savoriz - Soft Puff Roll With Cheese Jalapeno 52 g,40,https://www.bigbasket.com/media/uploads/p/l/1216177_2-bauli-moonfils-orange-45-g-savoriz-soft-puff-roll-with-cheese-jalapeno-52-g.jpg,Combo,"Bakery, Cakes & Dairy"
"Oreo Chocolatey Sandwich Biscuits + Oreo Vanilla Creme Biscuit, Each Of 300 g",170,https://www.bigbasket.com/media/uploads/p/l/1221312_1-cadbury-oreo-chocolatey-sandwich-biscuits-oreo-vanilla-creme-biscuit-each-of-300-g.jpg,Combo,Snacks & Branded Foods
Chicken Seekh Kabab Nawabi,400,https://www.bigbasket.com/media/uploads/p/l/40197968_2-fresho-chicken-seekh-kabab-nawabi.jpg,500 g,"Eggs, Meat & Fish"
Green Chilli Sauce,165,https://www.bigbasket.com/media/uploads/p/l/1216472_1-tasties-green-chilli-sauce.jpg,3x200 g,Snacks & Branded Foods
Green Chilli Sauce,55,https://www.bigbasket.com/media/uploads/p/l/40214655_3-tasties-green-chilli-sauce.jpg,200 g,Snacks & Branded Foods
100% Natural Cold Pressed Juice - Grapefruit,700,https://www.bigbasket.com/media/uploads/p/l/1209497_4-raw-pressery-100-natural-cold-pressed-juice-grapefruit.jpg,4x250 ml,Beverages
Cold Extracted Juice - Grapefruit,950,https://www.bigbasket.com/media/uploads/p/l/1209481_5-raw-pressery-cold-extracted-juice-grapefruit.jpg,2x1 L,Beverages
Cold Extracted Juice - Grapefruit,475,https://www.bigbasket.com/media/uploads/p/l/40157810_4-raw-pressery-cold-extracted-juice-grapefruit.jpg,1 L,Beverages
Cold Extracted Juice - Grapefruit,175,https://www.bigbasket.com/media/uploads/p/l/40124700_4-raw-pressery-cold-extracted-juice-grapefruit.jpg,250 ml,Beverages
Cold Pressed Juice - Grapefruit,350,https://www.bigbasket.com/media/uploads/p/l/1206927_2-raw-pressery-cold-pressed-juice-grapefruit.jpg,2x250 ml,Beverages
"Desi Rohu Fish Steak - Fresh & Juicy, Marinated, Ready To Cook",229,https://www.bigbasket.com/media/uploads/p/l/40240474_4-fresho-desi-rohu-fish-steak-fresh-juicy-marinated-ready-to-cook.jpg,500 g,"Eggs, Meat & Fish"
"Desi Rohu Fish Steak - Fresh & Juicy, Marinated, Ready To Cook",147,https://www.bigbasket.com/media/uploads/p/l/40240475_4-fresho-desi-rohu-fish-steak-fresh-juicy-marinated-ready-to-cook.jpg,250 g,"Eggs, Meat & Fish"
"Chicken - Thigh Boneless, Without Skin",666,https://www.bigbasket.com/media/uploads/p/l/40085976_1-fresho-chicken-thigh-boneless-without-skin.jpg,1 kg,"Eggs, Meat & Fish"
Premium Wafer Bites - Orange 100 g + Hazelnut 100 g + Cappucino 100 g,255,https://www.bigbasket.com/media/uploads/p/l/1212218_1-tasties-premium-wafer-bites-orange-100-g-hazelnut-100-g-cappucino-100-g.jpg,Combo,Snacks & Branded Foods
"Roopchand Fish - Steaks, Fresh & Flavourful",166,https://www.bigbasket.com/media/uploads/p/l/40227706_1-fresho-roopchand-fish-steaks-fresh-flavourful.jpg,250 g,"Eggs, Meat & Fish"
"Kolkata/Bengali Kachki Fish - Whole, Uncleaned",1056,https://www.bigbasket.com/media/uploads/p/l/40238160_1-fresho-kolkata-kachki-whole-uncleaned.jpg,1 kg,"Eggs, Meat & Fish"
Kolkata/Bengali Kachki - Whole Uncleaned,277,https://www.bigbasket.com/media/uploads/p/l/40238158_1-fresho-kolkata-kachki-whole-uncleaned.jpg,250 g,"Eggs, Meat & Fish"
Kolkata/Bengali Kachki Fish - Whole Uncleaned,541,https://www.bigbasket.com/media/uploads/p/l/40238159_1-fresho-kolkata-kachki-whole-uncleaned.jpg,500 g,"Eggs, Meat & Fish"
"Peri-Peri Chicken Wings - Fresh & Juicy, Marinated, Ready To Cook",181,https://www.bigbasket.com/media/uploads/p/l/40231704_2-fresho-peri-peri-chicken-wings-juicy-fresh.jpg,250 g,"Eggs, Meat & Fish"
"Peri-Peri Chicken Wings - Fresh & Juicy, Marinated, Ready To Cook",608,https://www.bigbasket.com/media/uploads/p/l/40231702_2-fresho-peri-peri-chicken-wings-juicy-fresh.jpg,1 kg,"Eggs, Meat & Fish"
"Peri-Peri Chicken Wings - Fresh & Juicy, Marinated, Ready To Cook",328,https://www.bigbasket.com/media/uploads/p/l/40231703_2-fresho-peri-peri-chicken-wings-juicy-fresh.jpg,500 g,"Eggs, Meat & Fish"
"Chicken Drumsticks - With Skin, Fleshy & Tender",266,https://www.bigbasket.com/media/uploads/p/l/40227604_1-fresho-chicken-drumsticks-with-skin-fleshy-tender.jpg,500 g,"Eggs, Meat & Fish"
"Chicken Drumstick - With Skin, Fleshy & Tender",151,https://www.bigbasket.com/media/uploads/p/l/40227605_1-fresho-chicken-drumstick-with-skin-fleshy-tender.jpg,250 g,"Eggs, Meat & Fish"
"Peri Peri Prawns – Fresh & Juicy, Marinated, Ready To Cook",1086,https://www.bigbasket.com/media/uploads/p/l/40231705_2-fresho-peri-peri-prawns-juicy.jpg,1 kg,"Eggs, Meat & Fish"
"Peri Peri Prawns – Fresh & Juicy, Marinated, Ready To Cook",592,https://www.bigbasket.com/media/uploads/p/l/40231706_2-fresho-peri-peri-prawns-juicy.jpg,500 g,"Eggs, Meat & Fish"
"Peri Peri Prawns – Fresh & Juicy, Marinated, Ready To Cook",328,https://www.bigbasket.com/media/uploads/p/l/40231707_2-fresho-peri-peri-prawns-juicy.jpg,250 g,"Eggs, Meat & Fish"
Roopchanda Fish - Curry Cut,151,https://www.bigbasket.com/media/uploads/p/l/40227704_1-fresho-roopchanda-curry-cut.jpg,250 g,"Eggs, Meat & Fish"
Roopchanda Fish - Curry Cut,275,https://www.bigbasket.com/media/uploads/p/l/40227705_1-fresho-roopchanda-fish-curry-cut.jpg,500 g,"Eggs, Meat & Fish"
Premium Soft Diaper Pants - Medium Size,798,https://www.bigbasket.com/media/uploads/p/l/1212874_1-huggies-premium-soft-diaper-pants-medium-size.jpg,2x22 pcs,Baby Care
Premium Soft Diaper Pants - Medium Size,2398,https://www.bigbasket.com/media/uploads/p/l/1212891_1-huggies-premium-soft-diaper-pants-medium-size.jpg,2x62 pcs,Baby Care
"Premium Soft Diaper Pant -, Medium, Silky Cocoon Design, Wetness Indicator",399,https://www.bigbasket.com/media/uploads/p/l/40196948_1-huggies-premium-soft-diaper-pants-medium.jpg,22 pcs,Baby Care
"Premium Soft Diaper Pants - Medium, Silky Cocoon Design, Wetness Indicator",1199,https://www.bigbasket.com/media/uploads/p/l/40196949_1-huggies-premium-soft-diaper-pants-medium.jpg,62 pcs,Baby Care
Organic Jamun Honey,898,https://www.bigbasket.com/media/uploads/p/l/1213801_1-bb-royal-organic-jamun-honey.jpg,2x500 g,Snacks & Branded Foods
Organic Jamun Honey,449,https://www.bigbasket.com/media/uploads/p/l/40184645_8-bb-royal-organic-jamun-honey.jpg,500 g,Snacks & Branded Foods
Red Chilli Sauce,55,https://www.bigbasket.com/media/uploads/p/l/40214656_3-tasties-red-chilli-sauce.jpg,200 g,Snacks & Branded Foods
Red Chilli Sauce,165,https://www.bigbasket.com/media/uploads/p/l/1216473_1-tasties-red-chilli-sauce.jpg,3x200 g,Snacks & Branded Foods
"BBQ Pepper Chicken Cubes - Fresh & Juicy, Marinated, Ready To Cook",842,https://www.bigbasket.com/media/uploads/p/l/40231720_1-fresho-barbeque-pepper-chicken-cubes-juicy-fresh.jpg,1 kg,"Eggs, Meat & Fish"
"BBQ Pepper Chicken Cubes - Fresh & Juicy, Marinated, Ready To Cook",459,https://www.bigbasket.com/media/uploads/p/l/40231721_1-fresho-barbeque-pepper-chicken-cubes-juicy-fresh.jpg,500 g,"Eggs, Meat & Fish"
"BBQ Pepper Chicken Cubes - Fresh & Juicy, Marinated, Ready To Cook",229,https://www.bigbasket.com/media/uploads/p/l/40231722_1-fresho-barbeque-pepper-chicken-cubes-juicy-fresh.jpg,250 g,"Eggs, Meat & Fish"
"Cake Rusk - Plain, 150 g + TGL Co.Kadak Masala Chai Instant Premix Tea, 196 g",528,https://www.bigbasket.com/media/uploads/p/l/1212899_1-fresho-signature-cake-rusk-plain-150-g-tgl-cokadak-masala-chai-instant-premix-tea-196-g.jpg,Combo,"Bakery, Cakes & Dairy"
"Organic Homestyle Garlic Pickle - North Style, No Added Preservatives, Tangy Flavour",149,https://www.bigbasket.com/media/uploads/p/l/40199940_5-indisecrets-organic-homestyle-garlic-pickle.jpg,250 g,Snacks & Branded Foods
"Mutton Goatkid - Curry Cut, From Whole Carcass, Tender & Juicy",1458,https://www.bigbasket.com/media/uploads/p/l/40227648_1-fresho-mutton-goatkid-curry-cut-from-whole-carcass-tender-juicy.jpg,1 kg,"Eggs, Meat & Fish"
"Mutton Goat Kid - Curry Cut, From Whole Carcass, Juicy & Tender, 14 To 18 pcs",763,https://www.bigbasket.com/media/uploads/p/l/40227646_1-fresho-mutton-goatkid-curry-cut-from-whole-carcass-juicy-tender.jpg,500 g,"Eggs, Meat & Fish"
"Mutton Goatkid - Curry Cut, From Whole Carcass, 5 To 7 pcs",429,https://www.bigbasket.com/media/uploads/p/l/40227647_1-fresho-mutton-goatkid-curry-cut-from-whole-carcass.jpg,250 g,"Eggs, Meat & Fish"
Tilapia Fillet - Fresh & Flavourful,235,https://www.bigbasket.com/media/uploads/p/l/40227701_3-fresho-tilapia-fillet-fresh-flavourful.jpg,250 g,"Eggs, Meat & Fish"
Jeera Cookies,25,https://www.bigbasket.com/media/uploads/p/l/40177082_5-tasties-jeera-cookies.jpg,75 g,Snacks & Branded Foods
Jeera Cookies,100,https://www.bigbasket.com/media/uploads/p/l/1208682_2-tasties-jeera-cookies.jpg,4x75 g,Snacks & Branded Foods
Sugar Free Butter Cookies,300,https://www.bigbasket.com/media/uploads/p/l/1212949_2-unibic-sugar-free-butter-cookies.jpg,6x75 g,Snacks & Branded Foods
Sugar Free Butter Cookies,50,https://www.bigbasket.com/media/uploads/p/l/273862_7-unibic-sugar-free-butter-cookies.jpg,75 g,Snacks & Branded Foods
Mini Samosa,99,https://www.bigbasket.com/media/uploads/p/l/40160400_4-tasties-mini-samosa.jpg,200 g,Snacks & Branded Foods
Mini Samosa,198,https://www.bigbasket.com/media/uploads/p/l/1216245_1-tasties-mini-samosa.jpg,2x200 g,Snacks & Branded Foods
Mini Samosa,297,https://www.bigbasket.com/media/uploads/p/l/1216246_1-tasties-mini-samosa.jpg,3x200 g,Snacks & Branded Foods
Mini Samosa,594,https://www.bigbasket.com/media/uploads/p/l/1216247_1-tasties-mini-samosa.jpg,6x200 g,Snacks & Branded Foods
Premium Wafer Bites - Strawberry,85,https://www.bigbasket.com/media/uploads/p/l/40184546_3-tasties-premium-wafer-bites-strawberry.jpg,100 g,Snacks & Branded Foods
Premium Wafer Bites - Strawberry,170,https://www.bigbasket.com/media/uploads/p/l/1212220_1-tasties-premium-wafer-bites-strawberry.jpg,2x100 g,Snacks & Branded Foods
"Mixed Chicken Pieces - Boneless, Antibiotic Residue-Free, 14 To 18 pcs",360,https://www.bigbasket.com/media/uploads/p/l/10000924_11-fresho-mixed-chicken-pieces-boneless-antibiotic-residue-free-4-6-pcs.jpg,500 g,"Eggs, Meat & Fish"
Baby Laundry Liquid Detergent - Plant Based With Bio-Enzymes & Lemon Oil,599,https://www.bigbasket.com/media/uploads/p/l/40218502_1-bodyguard-baby-laundry-liquid-detergent-plant-based-with-bio-enzymes-lemon-oil.jpg,1 L,Baby Care
"Sardine Fish - Large, Whole Cleaned, Preservative Free, 10 To 15 pcs",346,https://www.bigbasket.com/media/uploads/p/l/10000721_37-fresho-sardine-fish-large-whole-cleaned-preservative-free-8-12-pcs.jpg,500 g,"Eggs, Meat & Fish"
Kolkata/Bengali Koi Fish - Whole Cleaned,1403,https://www.bigbasket.com/media/uploads/p/l/40120144_2-fresho-processed-cleaned-koi.jpg,1 kg,"Eggs, Meat & Fish"
Kolkata/Bengali Koi Fish - Whole Cleaned,374,https://www.bigbasket.com/media/uploads/p/l/40048859_1-fresho-processed-whole-koi.jpg,250 g,"Eggs, Meat & Fish"
"Kolkata/Bengali Koi Fish - Whole Cleaned, 6-8 pcs",722,https://www.bigbasket.com/media/uploads/p/l/40048860_1-fresho-processed-whole-koi-preservative-free-6-8-pcs.jpg,500 g,"Eggs, Meat & Fish"
Chicken Seekh Kabab Regular,345,https://www.bigbasket.com/media/uploads/p/l/40197960_4-fresho-chicken-seekh-kabab-regular.jpg,500 g,"Eggs, Meat & Fish"
"Mutton Paya - Antibiotic Residue-Free, Growth Hormone-Free, Set Of 4",791,https://www.bigbasket.com/media/uploads/p/l/20001002_3-fresho-mutton-paya-set-of-4-antibiotic-residue-free-growth-hormone-free.jpg,1 pc,"Eggs, Meat & Fish"
Five Famous Authentic Kerala Snacks,625,https://www.bigbasket.com/media/uploads/p/l/1221334_2-tasties-origins-5-famous-authentic-kerala-snacks.jpg,Combo,Snacks & Branded Foods
"Dark Fantasy - Vanilla Crème, Dark Crunchy Biscuit, With Smooth Cream",80,https://www.bigbasket.com/media/uploads/p/l/40206759_3-sunfeast-dark-fantasy-cream-biscuit-vanilla-creme.jpg,300 g,Snacks & Branded Foods
"Mutton Lamb - Boneless, Perfect For Curries, Fresh & Tender, 28 To 35 pcs",2919,https://www.bigbasket.com/media/uploads/p/l/40227616_1-fresho-mutton-lamb-boneless-for-curries-fresh-tender.jpg,1 kg,"Eggs, Meat & Fish"
"Mutton Lamb - Boneless, Perfect For Curries, Fresh & Tender, 14 To 18 pcs",1528,https://www.bigbasket.com/media/uploads/p/l/40227614_1-fresho-mutton-lamb-boneless-perfect-for-curries-fresh-tender.jpg,500 g,"Eggs, Meat & Fish"
"Mutton Lamb - Boneless, Perfect For Curries, Fresh & Tender, 7 to 9 pcs",791,https://www.bigbasket.com/media/uploads/p/l/40227615_1-fresho-mutton-lamb-bonelessfresh-tender.jpg,250 g,"Eggs, Meat & Fish"
Shahi Mughlai Plater,1381,https://www.bigbasket.com/media/uploads/p/l/1216017_1-fresho-shahi-mughlai-plater.jpg,Combo,"Eggs, Meat & Fish"
"Natural Breathe Easy Vapour Roll-On For Cold & Nasal Congestion, With Wintergreen & Eucalyptus Oil.",249,https://www.bigbasket.com/media/uploads/p/l/40162594_1-mamaearth-natural-breathe-easy-vapour-roll-on-for-cold-nasal-congestion-with-wintergreen-eucalyptus-oil.jpg,40 ml,Baby Care
Breathe Easy Vapour Roll - On For Babies,498,https://www.bigbasket.com/media/uploads/p/l/1212467_1-mamaearth-breathe-easy-vapour-roll-on-for-babies.jpg,2x40 ml,Baby Care
Chicken Lollipop 1kg + Lush Hariyali Prawns 250g,855,https://www.bigbasket.com/media/uploads/p/l/1215990_1-fresho-chicken-lollipop-1kg-lush-hariyali-prawns-250g.jpg,Combo,"Eggs, Meat & Fish"
Potato Chips - Classic Salted,20,https://www.bigbasket.com/media/uploads/p/l/40217410_1-too-yul-potato-chips-classic-salted.jpg,45 g,Snacks & Branded Foods
Potato Chips - Classic Salted,50,https://www.bigbasket.com/media/uploads/p/l/40217420_2-too-yul-potato-chips-classic-salted.jpg,105 g,Snacks & Branded Foods
Potato Chips - Classic Salted,30,https://www.bigbasket.com/media/uploads/p/l/40217415_2-too-yul-potato-chips-classic-salted.jpg,70 g,Snacks & Branded Foods
